x_1,x_2
0.5656004868,3.4573773287
0.2107764749,3.7651119142
3.3596176274,1.6013128027
1.8141480260,2.2861978156
0.1967912254,3.5214976887
0.8841482635,-0.2693079823
2.2876169972,0.8670172298
1.4416607865,4.5526355160
0.9527073130,0.6409501749
-0.5534499216,3.7556644805
-1.1490639306,2.2489918890
-0.5920875875,4.0466302711
1.3279318606,2.7982987010
1.6507523002,0.3356276209
0.1042039492,4.0522448239
0.8945305720,-0.0067319546
-0.9555574056,2.2706923154
0.6514926811,0.8781612894
1.5195444240,2.3601199882
0.8763862425,3.5566898577
1.9729287286,1.3469633345
1.9091908131,1.5024855971
1.8184945471,4.2525506318
3.5809013691,2.1108999516
-0.3973391480,3.2260862294
-0.9460011292,1.6575835364
3.5446608911,2.7804907982
-0.3938214023,2.0860371065
3.4746567483,0.9376098596
1.2223522991,3.3317267500
1.8238586722,4.2459445972
1.0642466608,-0.6672142184
1.8376783892,2.4973112753
0.2325141972,4.2699007791
3.2913113821,1.2875303023
-0.4693336697,1.5373121457
-1.4892485396,1.8002237115
0.6442947058,2.9530700802
-1.0740496305,2.0789814545
0.7151562359,0.9362412364
1.6318943527,0.3496639160
0.3166636359,3.0646527760
0.7770452513,0.0736834610
3.4856685787,2.4397116977
0.5392723745,-0.0617397015
-0.9597891166,1.7460355597
2.9394620690,2.5688538180
2.1886065920,2.7776699803
0.9722623852,1.7008107423
1.7242432266,2.3814959388
3.0543151782,1.9080384925
-1.5531041079,2.0452665978
-0.3444931344,0.9394098983
-0.1145552973,0.3327765866
-0.0365279090,4.3314534031
-0.5381267624,0.5171513406
3.0876288225,1.4143500264
0.2299007018,3.2799633017
0.8645279853,3.5596926864
1.3708436394,3.8627884484
1.7511541992,-0.0966502857
-0.5983464562,1.5562176775
0.9871015814,1.6938024150
-0.7140275033,3.0173605513
2.7882130346,2.0621700639
2.8471451420,3.2305758083
-1.5964689798,1.8779070699
0.4690292112,2.9068923121
-1.1830817498,1.8573896827
3.4647480836,2.5535891973
1.8639620600,1.2942029582
0.3401128350,1.1606749936
-0.7569774370,0.7837915250
0.4736718537,-0.2032813086
2.3396247840,2.1377509492
-0.5635538762,0.0036003467
0.7864929056,-0.3521110736
2.8659560011,0.7763828466
1.4351523196,1.6430534525
0.7593481174,2.3912557021
-0.0153712087,0.4808593273
0.7238633133,2.3273821178
1.4201550470,3.4089905768
3.5430557086,1.8186029238
0.5194134870,1.1990540152
0.7653668645,4.6059958056
0.6313845150,3.9047800929
1.5836954317,1.4866465634
-1.3834263981,1.7069293949
2.7674813216,2.1722842307
1.0337882573,2.7279237693
1.5765038345,0.6281768353
0.1066273343,0.0993224595
1.3866513406,3.4114170699
2.8483546579,1.6279384125
3.2803220335,3.3172438580
1.8944210945,1.2200241803
3.0137745253,3.6344681518
0.5369876709,0.5476380794
0.8372867783,-0.3704104374
2.2007759449,2.1668947347
0.0154231720,0.5091673912
2.3403444488,1.8736386282
1.9470864022,0.2763389421
-1.1834605313,1.4970122728
0.5386699940,-0.6133004454
3.3683326136,3.1457861153
-0.8129636041,0.0167804733
1.9143833927,3.3757959981
3.4799087302,1.8679706923
-0.7344864662,1.8292432770
0.0137164052,2.4177697240
0.3137832270,1.1355775392
1.7299684177,3.0231987380
-0.8780541694,2.6752678771
2.9723021256,2.3392437657
-0.2512106432,0.9882468216
1.7878943674,4.3493106095
3.1232277637,0.8765366071
-0.1412195227,1.6560241120
1.2442670292,1.0810248951
2.1460426070,0.5186658946
0.9553639796,-0.6581836686
2.0083186595,1.7512574605
-1.2805162469,2.8076010491
0.2776983064,1.4874789895
0.8588159141,2.4055247177
1.5914883588,0.5645183652
2.2090936822,4.1014115601
1.4988364824,-0.2827538608
-1.3216571925,2.3759801059
2.0053406711,0.6269403117
3.1039546502,2.3408024511
-0.8868799407,3.0854078171
0.3275718736,1.4890394171
3.1427053664,1.6069724699
1.0568788634,1.7851989449
0.9985876282,2.0507449102
2.0502155463,3.6774031637
1.6902753853,1.5645654934
2.9917797907,0.9775768584
0.0859906896,1.6193083532
0.8870788346,1.0125079619
0.8450637094,1.0538935953
3.0275712273,2.5307545054
1.0693589440,2.6851085697
2.6053839387,2.7605812836
1.9926666779,4.3896169632
0.1569795280,0.0162344356
1.7116446990,3.7116421111
-0.9526945022,3.2409655076
1.0002395979,4.6697060847
1.4087117042,4.2316666943
1.8970231606,1.9746140097
2.8283032517,0.3391793697
1.9594160677,3.5160515632
-0.3087784230,2.3322616233
2.5614143857,-0.0269754814
-0.4325456532,4.2164412547
1.2422080199,4.3911624856
2.7179187193,3.3104814282
1.9033792989,-0.4975003143
-1.6344347839,2.4924159393
2.3067326314,1.4362656700
-0.7986745430,2.6552891853
0.3489617299,-0.5612310074
0.3938290038,3.2456279654
-0.4491307688,1.4445641549
-0.5362022433,0.2021378312
-1.2734155406,1.9630894694
-0.3748999431,1.6323426518
-1.0919233667,1.4919099570
0.3228301324,3.8763411509
2.5065598255,3.3269016693
0.9614403438,2.7911197914
1.4908812380,0.4737716964
1.0833590787,0.3736330905
3.1396303750,1.8056406927
0.4650670082,4.4557335773
1.7471475439,3.0653758499
2.0111778793,0.4617325785
-0.3290608801,3.3966488846
0.8464613851,1.4905792862
2.8675479843,2.5869031324
-0.7404192910,1.6441042167
-0.0930767742,-0.3349658965
2.7290251255,3.5515831306
3.2172331387,3.5390368466
2.9258465537,3.0282002973
1.2099643801,1.9482698184
3.5481259709,1.5823732263
1.0491239746,2.4436466599
2.7788799397,3.9600058138
0.6444697238,3.5799351241
1.1713909768,4.0141402906
2.0688283816,2.9245384556
0.6534521888,3.2287175644
-0.5821894409,-0.0563665156
1.9004338884,3.5389598560
1.0376200975,1.3670530437
2.0132357400,0.1852880245
1.1950145089,-0.3093785486
2.9117518798,2.0196435868
3.4883794206,2.6715074321
2.4314087320,4.0882697092
0.9806557953,3.6153324727
1.0337267110,3.5983034204
0.6910724514,3.2656286392
2.4941675133,2.9263209201
2.0529658425,3.9962126137
-0.4274131682,1.9116377437
2.2504642779,1.2939978000
2.7046143776,0.7621683811
1.8320432647,3.5221648747
2.1510075058,1.7033512829
3.1257800027,1.3608634904
3.6226700209,2.3852044449
-1.0175540265,1.2372957394
3.2842733411,0.9870398719
2.0219068690,1.1372941151
2.8638069821,1.6042469953
0.5648836840,3.2880202631
-0.5206191233,4.0006924859
1.7980459053,0.4050044297
0.3226486122,-0.4178443293
2.5383775115,3.0758986167
1.9329550477,3.7710814271
-1.1042285680,2.3444982828
1.7993760105,1.0650396805
2.5388954270,2.3651246035
0.2400110656,0.2429708623
1.8922207034,4.3226060759
-1.4366812718,1.3341203613
2.3423187445,1.3265625453
-0.5896909568,-0.0515650699
-0.9027423559,3.5577735822
3.2990152801,3.2032954666
1.7741876528,-0.4554042806
3.0188151133,3.4227588332
1.6414203500,1.8335502655
0.6299439131,2.7765986625
1.7362408365,0.7419850870
2.1284487278,-0.3824272292
0.3805001936,-0.1197426474
1.5721947161,-0.1232040012
-0.1176045487,0.1303001261
-0.1100892717,-0.4563408001
-1.4547766580,1.5367683857
1.9718669093,3.1467295869
0.6490956161,4.0621694503
3.3529833754,2.2138952697
-0.4537638953,0.1618547172
0.9330514887,4.3738066611
0.1339179280,4.5221585370
0.3371737075,4.1130105989
-0.4012261086,1.0066445530
2.0259515252,3.8976314020
3.0864012711,2.9044270396
-1.0423024874,1.0450580768
2.7231614268,1.8802293063
1.0199106948,2.1817499563
3.4959230480,2.1681828892
-1.3221633825,2.8737440679
0.8325285616,3.0556607506
3.1535469564,1.7005174141
0.3913123250,4.2227021700
1.6748890318,0.6959179901
0.8718840100,2.7745343354
2.7845632887,2.1821183851
-0.7640694894,0.8190649246
2.5525473372,3.5388905681
-0.3070037827,2.0469082916
1.4320153606,4.6648190367
-0.6929481055,3.7082320515
2.5330667203,1.9351406349
-1.1179109734,1.6818548747
-0.6938385091,3.4007462661
1.9455124185,3.1490578754
2.9480950183,2.8913951356
2.6774739211,0.7978999606
1.1852979120,3.2215090850
1.6002059005,2.2088146136
-0.2834384777,0.4911449211
-0.2309300254,0.8421036705
0.8055957308,1.0370345143
3.0594857867,3.0556888536
1.8721574147,3.0909322338
1.0782648851,0.5515328744
-1.2319248234,1.3064351291
2.6205603437,0.4312631953
2.0178109198,3.4423130023
2.3741947753,3.0979507526
3.0685285306,3.2995369925
0.0338095886,3.9473353407
-1.0187071789,2.5129446939
-0.7752293124,3.5487433040
3.2110833332,3.1301573134
2.3315521526,3.7775230420
-1.1622374575,1.8788950957
-0.0738763661,1.9746288357
2.2922994407,1.1006171941
1.9051130690,4.2568807654
-0.6689153525,2.8793531232
1.2073834697,-0.4914071537
2.9170152221,0.3525981132
-0.4263444625,2.1200109467
-1.4030727366,3.1715153220
2.9178361842,0.2943103845
2.0134403318,4.4364294776
3.0767563659,3.4455457582
1.7883492551,0.7454908098
2.5735992580,3.8597009690
3.4619158928,1.1758220508
-1.5723062501,2.7337654886
1.8912189032,0.2652624172
-0.0185484857,3.2126546419
1.4561735592,4.6128816453
0.3208610269,1.1520025701
0.0540248721,1.5066155155
1.2354471943,1.1471304337
0.1977578650,0.9936132012
1.6883830358,2.6611353267
0.8966341071,2.3462553696
-0.0760361480,0.1944015583
0.1418349127,0.2183352234
0.9283982902,4.0036324316
1.4506997323,3.3557904798
3.0949172207,2.2890691880
0.3554929336,1.8033261403
0.4543891465,2.0033120411
-0.9800587961,1.3181677078
2.4797953929,2.9359265458
2.5169900309,0.1632730397
-0.1147651077,3.9151433075
2.7954543241,1.1462731927
0.3967601915,1.2666137774
1.7784989872,1.0733466444
0.1384990931,0.6311549959
1.3811381113,1.7760258726
1.2252579965,-0.2970381403
1.6173788084,2.9543852837
1.7887815383,1.7041541560
0.1124870526,1.8116365508
3.3486945647,2.9983478316
3.1685845418,1.9484435418
2.1812586647,4.1786353475
1.0533131591,1.1448137248
2.4838748544,0.3935784636
0.0557900086,3.2774045586
1.9687283978,-0.2452530494
3.5110153830,2.8559414243
1.2448956030,2.0020997531
1.1029565994,4.1850153986
1.9507858264,1.5454258617
0.6988786944,2.2205746213
1.3603238073,0.8310896306
-0.4297276771,2.4679043922
2.4571561632,1.8183333989
2.5283915169,2.8790084677
3.0965595855,1.1165382938
2.3579083295,2.7651675166
-0.7988876919,3.1658068089
1.5497717071,4.2213918575
1.7020941442,2.0897163584
0.4228461205,2.2748624309
-0.1743496442,1.8075435290
0.6262524663,2.5624585499
3.3194756385,1.1326356321
0.8241800370,0.9724810668
2.1828107898,1.2406212797
2.6126718511,3.0440391394
2.8166880528,0.8684816772
-1.2577264050,2.3619612406
1.1031936395,1.0715765194
-0.6527015209,2.3821559855
2.2859983570,2.4041909865
-1.2481161188,2.3900098729
1.4822079326,4.1391712410
1.7119372924,0.3800184858
-0.5178895886,2.2420473182
1.9323064150,0.7304488092
2.6569441725,0.2241673899
-0.3928433701,1.3812104093
0.1725675557,1.3189738231
2.8828631175,1.6175082719
1.9882442132,1.4868452842
0.5753518640,4.1544571369
0.8533241421,-0.6024233365
2.8658264892,1.5856768613
0.8987522074,3.5440601245
3.0034358430,2.1486950599
-0.3274136262,3.0689518787
3.0723765699,2.5459485258
2.5804174691,0.0149670862
0.1012831200,2.2747204599
3.0355665697,3.5675606312
-0.2572034029,4.0399043910
-0.7111918766,1.4054364525
2.1441345263,1.4895623153
1.6819527703,2.9029152097
0.0719145751,1.1522955485
1.6901107598,0.8236215218
1.3308370450,2.9733970099
2.7076771948,1.5297426464
3.1212435197,3.2488507336
1.1173018789,1.4006638529
3.0505448966,1.5802791970
1.0503692318,0.6073974765
-0.6394321965,3.8038412098
-1.3912312239,1.3995725454
3.5624157168,2.0458150712
1.8198896980,1.8867606777
-0.1174284167,0.6729038808
-0.6246237066,2.9561554894
-0.2724771865,3.4880539034
-0.0621555073,4.1766919843
2.6903124564,3.8775215947
-0.3668414313,4.2569244086
2.5712919295,3.3974250170
1.3384488809,0.8154395409
-1.0134088944,3.7434015842
1.5563178091,1.0566020234
3.4570866882,0.9158318429
-1.0065523248,3.1354961935
3.3059865157,2.5967026612
2.4926704099,2.3715988550
2.5159707326,0.8317087963
0.9589694840,0.3146074525
2.4328887433,1.2137605164
1.7762760239,0.7529084822
0.7174545881,0.5075715205
0.5552283726,4.4149503610
-1.1986541165,1.3836354326
0.2199428466,0.0170717514
0.2538259904,2.9749442170
1.6481202759,3.1400024545
0.6936433950,3.1506816387
1.7885997012,2.2045133297
1.4446247779,1.1508465403
-0.8920949261,0.4145592724
-0.3396875409,2.3303659298
2.1933256979,0.6095417614
-1.1079824412,3.5270303613
1.8793738866,3.2794765211
0.9547063063,3.8215777395
3.6635121377,1.7309478253
0.0825676539,1.6860592205
2.9758210465,3.4842116359
-0.8814335902,2.0274026041
1.2489862848,0.4436652812
1.8607450037,-0.1757914492
-0.0545333939,4.0812455925
-0.5930308726,1.1189497562
0.2999226816,-0.5935930483
0.6122828310,1.6681354026
-0.6582581282,1.5514426915
2.3529972764,3.2180636786
-0.3191020097,0.2075796899
1.1657346543,2.8569696871
2.0421977035,1.2746202627
-0.2952947761,3.0280497583
2.8938473588,2.2889280294
-1.5366249528,1.7689928619
0.2584780188,0.2750747214
1.6394615538,-0.2843564220
0.4111460571,2.8728153967
-0.6902479579,1.3868465102
0.3534368577,0.4689173576
0.1257778309,1.0960664821
2.3642679816,2.8972650750
1.9483445084,1.1473731328
0.4393230807,2.8960846255
3.1011629926,2.2192496429
0.8687266257,3.3532424449
1.6642921048,-0.3236557500
2.2734808886,3.7178817995
1.1657784196,-0.4719056471
3.1070328850,2.2502367695
-0.4637015788,3.7485336568
1.2042896832,4.0244526187
-0.3170013732,0.2019201679
1.5016865099,3.4091253678
-0.1939119680,3.8580279888
-0.2343075579,0.6552153947
-0.1412666547,3.8036300353
-1.2509705904,2.3740711719
2.7894333259,0.8571709403
2.0912644065,4.2822976492
0.6198964349,2.0329760175
-0.8341827155,2.0484763517
1.4151542079,-0.0987270897
1.5550240472,1.8488347644
-1.3459286095,1.6152959688
1.7319147672,2.7246824510
-1.1031090213,0.6167091470
-0.1750785003,1.0997928855
-0.2906457591,0.9497579689
1.1831503072,1.4967407333
2.1363335243,-0.3076919402
3.3572816130,2.4699018319
2.6738621947,0.8457035648
0.4764880917,2.3336170663
3.5762514181,2.2734216746
2.3684784568,2.9184624781
1.0660794255,2.8226087138
-0.2275080158,3.9894448118
2.8217346059,3.3874057281
1.9676850159,0.9599051102
0.2083316139,0.1885906407
1.1281662281,3.6923492587
1.3085543661,1.4068193141
2.6608374385,2.5275004190
3.4224205702,1.5917059272
2.2664164532,0.7559197436
-0.2036186590,1.2745392912
3.4278298353,1.1350079282
0.2797954584,0.1430145085
-0.2468105312,-0.1816446854
-0.2835588036,0.2137907569
2.8255446618,3.7143127017
1.6716674298,0.9259123788
1.6340301841,0.1411902989
3.0181587407,2.0208593545
2.2625312857,0.9052976791
-0.6192750344,2.0758834927
2.0250260873,0.5705114091
-0.5582359602,0.7942649895
1.3983042667,4.3777372091
0.0125369076,0.3089147521
2.3830639483,3.2898334264
1.0016978007,0.5882098652
2.6502874809,2.7657628710
0.4376384235,3.1362968008
-1.5419150902,1.2795713761
2.2915079608,0.2546187853
-0.9139430231,1.3681571416
1.4524044274,0.3128775659
-1.6009201091,2.3069485289
2.0454442293,2.7814761994
-0.3310903654,4.1091371532
0.4093335232,-0.0711163468
1.2375190480,2.4097248800
-0.7751890974,2.2634587963
-0.2433004943,-0.3908419660
2.2511237945,1.7018441508
1.3166787959,2.8203300530
-0.0171421748,3.6682221417
3.1898685382,2.3017983727
2.5650675541,0.2190254908
-0.2911791845,0.9380770806
0.7045010400,1.7673898355
2.1203960248,-0.0987128067
0.3123319534,4.5950218951
1.0365568313,-0.3121687352
-0.7640194274,0.2098022410
1.0404709376,1.3426452286
0.5879889358,0.3171698137
-0.6695403913,2.2753456717
2.4171852366,0.3616024624
-1.2370761748,1.4437119220
0.3298515587,1.5625242049
3.0274814226,1.0244340164
0.3441218011,2.5117918499
2.7211826840,3.6024158215
3.3374055992,0.6577717603
2.1518683119,2.7906234406
2.8965471697,1.6958208203
1.5392254592,2.2857893650
2.2961836622,1.0234872936
-1.2833331692,1.8105028485
2.5305146377,0.1090974625
0.2656497065,1.0901106162
1.7932519524,0.1905761445
1.4779826850,4.4055045823
2.7536310305,3.3661601343
0.7114738932,0.3778098027
0.7943256354,3.2582209565
3.5162297831,1.1375740842
3.0107102371,3.7299120868
1.5732637931,2.4114610313
-1.0006721014,0.2622104599
1.7018213386,1.6135608336
2.6649472260,0.6421760718
1.5582318112,0.2587987822
-0.2558663055,2.6569066899
0.0548420332,3.6190897745
3.3050393699,3.3167863564
1.4314585630,1.5031872717
2.1081518479,0.1187634226
1.4717875158,-0.1769092833
-0.7010616343,2.9529187762
2.1166640997,-0.1011265825
0.3212154198,3.2352880945
2.1097165965,2.7254924848
1.2231758697,2.5216688034
-0.1299450211,4.3778246682
1.1357480393,1.6921666696
3.0050700100,3.7232736984
2.4214733810,0.8980606953
1.9747324758,1.9634017027
1.6121487692,3.0857209869
2.6969360307,0.6788921584
-0.5985086060,0.0541446127
2.0606645408,1.8674391516
3.0749760759,3.1425619460
0.5849248668,1.9994276742
2.7035004335,2.3832590521
1.8086993555,-0.2147533968
1.7596270990,0.3517538804
2.1246506961,0.3801536723
1.9044782820,4.1995396216
0.6427848310,-0.4209753227
1.3975065886,4.2748041483
1.3347268344,2.2606879642
1.6773986778,1.9820643809
1.0338172717,3.1250353287
2.0407455793,2.8471964877
2.4575670412,-0.0314775437
-0.8273072404,2.0401053761
1.4134153639,2.7490261393
2.9756253035,2.4430333182
0.1809645719,2.3770217014
0.0011150417,-0.4452928277
1.3469027922,2.5338239039
1.1374372992,1.8662626657
-1.1792601526,0.6707653513
2.5504254278,2.9070620530
3.5693989189,1.7164572356
2.4423379964,0.4764636796
3.0576601049,1.2737374420
0.7886756145,0.8542426507
-0.6920943275,1.9918503739
0.8337475560,3.4020310913
1.8550115635,4.5343709081
1.1725502489,4.3643544624
1.5708427693,1.8830666694
3.1041256323,1.1225381506
0.3132461772,1.4763918922
-0.4896781086,3.2726820407
-0.1576201853,4.2810841464
1.7936519855,0.6751851545
0.5873076059,0.7304490751
-0.8252973506,1.1221723127
1.7456304610,4.5778395804
-1.1773564881,2.9844321970
-0.5061124269,0.2790765459
1.6718097048,3.4763794935
2.3838446061,2.6053556019
2.0514839735,0.2703606933
1.9367451611,1.8905675158
-1.3489609334,0.8671233904
1.9569532018,3.1875205500
2.1870082165,2.4596889031
-0.3123655065,1.6719866834
0.9743077372,0.8953189315
0.6382071149,1.0585678727
3.5233033804,2.8310960833
1.3077720613,2.3320147398
1.5321774163,2.8540635298
0.4539794950,0.6204290424
2.1317726458,-0.3968456374
-0.4853612834,3.9002351509
2.1951154834,-0.1526955505
-0.8150770474,0.2689679263
1.1507322363,-0.0772167474
-0.0308193922,1.1686165481
1.3528865938,4.4185054132
1.2366517074,0.0748946334
2.2393276657,4.2496030286
0.1755318379,-0.4513209454
-1.3721975201,2.6309099080
1.7590106016,2.5215156300
1.4842369499,3.6278142113
0.0120006110,2.7664593545
1.8509788921,2.0557057915
-0.4455796146,2.4961838248
0.2634411429,3.4628324942
2.0527386686,3.1631524629
1.6996379206,1.0796928197
-0.7263428613,2.3113988018
-0.9558911485,2.5593725010
-0.5020615598,0.6201943392
0.2601695842,1.7066434319
3.5596610593,2.5815054889
-0.7780356611,2.0120858241
1.5057554987,3.3579393613
-0.6709860369,0.1033631123
-0.1203944535,3.0186878118
1.3232505859,3.5107796331
2.5896098715,3.6087193660
2.7604029805,3.5129105292
-1.0205768552,1.9887096740
1.0336976410,3.4349180986
-0.8213889020,1.0335837757
1.7095733747,0.0626323449
0.4353302048,-0.4508857178
2.7747815216,0.8454831357
0.8486149401,1.9636739149
-0.4183262110,1.3478206450
2.6388374951,1.1162372557
-0.4898752778,0.1223198186
2.5890565346,3.5328174407
1.8553064997,2.1973554467
-0.0853016023,0.7994958365
0.0441032682,0.7007211268
2.0855415693,0.7553203672
2.0385407693,1.4953087539
1.0773034944,1.5352131337
1.3382366806,3.2865659869
-0.6879906936,0.5892837746
0.3042027869,4.1514930176
-0.0735852888,0.0836617625
-1.5859171907,1.3089434926
0.6675007275,2.7598403513
-1.2555573770,2.8315507220
-0.8790601221,3.4752529704
1.1598402061,4.4953199790
2.2775985672,0.1291715496
2.0167773699,1.7248036663
1.3274900897,1.7268026928
-0.6661907454,3.9910942732
0.0505345618,1.2033394502
0.1997589815,0.2252619078
2.6479164324,1.5347353484
0.0813769594,3.1355400470
2.9250352505,0.1342374394
-0.5321442382,3.3304956393
-0.0617293713,3.1452354486
0.9807382052,2.8424162155
2.2693843302,3.6181623706
-0.2706388823,1.8438391663
3.1710701453,2.5424682298
-0.1745295950,0.3175364704
0.4781967716,3.6601925004
0.4341215213,4.0212302608
2.2583927484,-0.2709710875
0.2475604467,0.7372707657
3.2819950323,1.7053954322
3.6223139392,2.2269428693
0.4946155832,3.6556452245
1.0454123860,0.3758801862
0.6438161779,4.1727670149
1.2923126486,0.6729325983
3.0220516682,1.6230248005
-1.4892073763,3.0132077369
3.0614715825,0.3998916259
1.8878929916,3.6275078997
2.0443126951,0.0278760885
1.4665225209,2.9765400507
1.1055917341,1.7916567390
-0.6165681138,1.3571857127
2.6059992762,1.7619577856
1.0858204546,4.3464091217
-0.2084040523,2.6532572052
0.7446722406,2.5434794810
2.1931720426,3.8372001547
0.5007872816,3.5213158469
1.4909592337,1.8839437772
1.8432962486,-0.4710033201
-1.5451769330,1.3602869155
3.0671491155,2.5974227242
2.5452409556,1.0709698498
1.3505221733,1.9772515730
2.8187785147,1.0152631846
0.4767127350,3.6246507958
2.4016948523,1.1699395730
2.8434246489,2.6731612578
-0.1725351820,3.0358194131
0.9864737798,1.4699129935
3.2442632373,2.5994025270
2.8992872568,0.9938927382
0.0897003406,-0.0206198444
-0.2141163976,2.6798554624
2.7536341490,0.3583519416
1.7850434313,3.2060710400
2.1701520472,2.0673776568
2.4499342078,0.4823683631
2.1579972416,3.2494681662
0.2255794930,2.9124820477
2.1074571329,0.4296877283
2.6624215189,3.7407728708
-1.3266433375,0.8242534782
0.4428350993,1.6305733524
-1.2563261426,0.5430246595
0.1945175209,0.8219446073
1.1987621769,-0.1648022868
-0.2099215725,4.1631281640
0.1800962564,1.9127920720
-0.8358622083,2.0751353558
1.6473597009,3.2657960090
2.0214887626,3.0243957140
1.8762885606,2.7466422457
2.7085127448,2.3246571872
0.0083901824,3.4408604101
0.2088039966,3.5861405909
2.8209603186,3.0244812913
2.7354259912,3.5558881239
0.0908335903,0.2339418042
0.5295176862,4.5519184948
0.1469836959,4.0464119075
-1.4603085000,2.9775179973
0.8849948628,4.4367661934
1.5648889825,3.7492023038
1.7661348517,1.2477607102
1.8975596453,0.3295877237
1.9457598700,1.5808603287
0.2197901148,2.3368611091
1.1363377074,3.5674324551
0.4425351310,3.7628906566
1.1064473808,1.0777279662
0.3555243202,2.9874084520
1.8479971698,1.1736491045
-0.6124339927,0.1020670247
3.0047761575,2.1272696497
-1.1195920564,0.3899540822
1.0504495378,1.4766455622
2.0255575897,0.9947830284
2.6022640115,3.0614783902
-0.1729377644,0.6642632179
2.0630100246,1.1213759439
-1.5626555008,2.5978462408
3.2476306639,2.8320896042
2.8666298285,3.8373905332
0.1177546620,2.5104117371
1.8928606800,2.3482483505
0.6026824055,4.1448667632
0.9457882172,-0.6876586675
1.6009438866,4.3185293935
1.6508734744,2.5466870734
0.2483937510,4.3479967702
2.0305896797,4.3299930119
-1.0997582609,2.7082709223
1.9144791293,2.4366003893
3.5112896300,1.0128431624
1.6063981974,3.6493367700
1.6310905872,0.9335334525
-1.4183931272,2.0042743554
2.7331302186,2.9679483153
0.1825749442,0.4580867406
2.1083268334,3.6805998198
1.8447200476,4.2839602734
-0.3673454550,3.7639998198
1.1447273166,1.8566886707
3.5625948377,1.8103217217
-0.4264613721,2.7494701717
2.0132875923,-0.1880907809
2.9808639132,3.7235567684
0.5085311946,-0.4611779199
2.9284844704,3.2217377677
0.3421737275,2.3453230028
0.8525162191,1.3719767108
0.8313643762,-0.4834544187
0.6898664612,3.8962051416
0.9131718979,2.5439102550
2.6115566432,1.1478169885
2.7092126658,1.0528345995
0.7740953854,1.0485067471
2.1623396078,1.4051288923
0.5335872036,1.1323826227
0.8105248580,0.8368712767
0.7293463110,4.0385804640
0.4001467807,1.9771267501
-1.3199160474,0.9145652733
2.2721479181,2.3246729238
1.4741258930,2.3350360214
-0.3568591805,1.5942097775
1.3190754696,4.2670021326
1.5853583754,3.8534162455
1.6368362966,-0.5970385907
1.9838746851,3.8336419207
0.6249620443,0.3271537856
3.2603365152,3.0746110189
-0.3541319898,0.8137343987
-0.6668183828,0.1232911589
1.7263573209,2.6514705958
-0.1812132807,3.2085474268
2.3828522793,3.4169958361
-1.4831911726,2.2221038915
-0.6902362599,3.3820459750
2.3319354714,3.5688829529
2.9456613778,1.1281143289
0.0257964458,1.2066251878
0.8592472911,0.4963313434
-1.1926508147,3.2490781179
1.2931912356,3.6629504196
-0.0079565564,1.2664329356
-0.5969585519,2.7468570782
3.6285100898,2.5079022917
-1.4347768946,3.1100780128
1.3559874041,-0.2534891357
1.7174865697,2.9878101083
1.2578937388,2.8224447157
0.7391707496,3.9133255922
-0.0795864996,1.3012514887
1.9465177318,4.2784979308
-1.6682097638,1.6659629911
0.1552345601,2.2663938673
2.3107320282,1.4017103911
0.4166541547,0.2718462322
-0.6782513541,2.6828189015
-0.7449711970,3.8909793437
