x_1,x_2,x_3
2.0093875112,3.0212896951,5.0624838490
2.7141793591,7.0195474402,4.8132817518
2.6575316022,3.8416241276,4.8235761400
1.2601317330,5.8980517813,4.0916661763
1.2622338108,6.6040170259,9.5992409416
1.2815622192,5.0530318232,8.2591174588
2.4658184557,5.1647468499,8.8313737935
3.2550953513,5.4858275890,8.1729018585
2.2195621793,2.4599737969,6.5086629331
1.1126877673,7.3633903061,8.9882490474
3.0029957086,4.3362841259,4.2108065396
2.0253257799,2.8355292363,6.5930054253
2.2225215536,7.1348434185,5.6757129859
2.6174735054,5.6723630034,11.0635588971
1.6682530132,6.8289169355,10.7771165769
3.1971586810,6.0837560643,3.1377565869
1.0127762300,6.9071358090,8.2089274413
1.1112673169,6.2464046840,5.0332671966
2.8028282151,5.7481445963,3.3982670701
2.8654777190,5.7701364323,7.2109101193
2.1751555437,5.0726454122,6.1503498368
2.0557930378,3.3692242115,9.3290054101
1.5949442185,3.3188079840,5.8400847635
3.6210969256,2.0445556352,10.1995143512
3.2357037015,7.3117753117,3.2987959822
2.1844861433,3.6920338954,6.5648215641
1.5987770182,5.6747944077,10.9568543850
3.2562842141,2.6893153533,8.4739140261
3.6567574928,2.8875158965,9.8364013560
1.5499480587,2.7940597846,3.3080808251
2.7491606373,5.7233780971,4.7504219531
1.5541558945,3.5506023810,6.2792361343
3.3777127372,2.9806262112,9.1758652314
1.9008491819,2.3533555702,9.0644732491
3.0892424304,4.4557657255,7.7222327351
2.6769777434,2.8866444704,8.2569622027
1.8252618687,6.0320437957,5.5093679720
2.6730822931,4.3252407753,10.9031293151
2.5205433875,3.4307040369,3.7279872768
2.5915143145,2.9542897909,6.7547800023
2.3630613963,4.2503564974,10.1851130797
2.1255197146,7.1050435803,10.3538583567
3.1668262974,5.5692785010,8.3562837929
3.1699067279,7.0908716639,8.8738921121
1.0906087977,2.4017757628,9.0377702080
1.6969038835,2.8293005454,10.6022606742
3.6721296895,6.2574372425,4.7701517884
1.3979168839,2.3849954154,6.3071353388
3.4178384225,4.7767044688,4.8000421115
3.3990372826,3.0736616522,5.5885870730
3.2248726227,2.6065923626,4.2816612712
2.3126822966,6.7170606113,7.4194943026
1.3489758602,7.1390198045,11.0365223493
3.3602940328,7.0723215363,6.9410086735
3.0224408040,5.8607490203,8.5042217142
2.0320220461,5.6455244765,8.3089259982
1.6629902680,2.6907328832,3.9657399972
3.3740394564,6.8696761418,10.5363730413
3.1966208104,2.8797265195,9.4331050847
2.2111612642,3.2284985235,7.8816850790
2.6304802059,5.0894153464,7.4024009439
2.5711657487,3.1729282234,3.7788397809
1.4027738798,4.0504478544,3.0574871158
1.0388878979,4.9598579815,6.5883653562
3.4339698437,2.8776075547,5.5199189493
1.8659778704,6.1820444994,7.4671315436
3.3019096168,4.4677794400,4.9438396846
1.8456507698,2.5969827595,7.0472886079
2.2766822560,2.7483219307,8.9817343297
2.3327308092,3.6189423156,8.4757435388
3.3983861537,6.1339969391,4.1836533656
2.6058861742,5.3991364127,7.7411545569
2.8563312325,6.2387035034,3.2911151150
2.8910402242,2.9794970263,5.4341644370
1.1585402034,2.2962934727,6.4741917445
3.6001147231,3.8718354446,8.1406688445
3.4393470951,3.2667101296,5.1076027493
2.3882399912,3.8212009322,3.9449693487
3.2513452881,5.5119541968,8.5945291809
2.2449806318,6.9630454193,5.4652797837
1.1223337096,6.5205943641,4.8750422827
1.4964308036,2.5357303032,10.7363560367
2.2663469247,4.8933413716,4.7138067170
2.7806014426,3.2108488535,3.8756882758
1.1117412751,2.6833740674,4.0836982772
2.3403893604,5.3862228438,9.9207510068
3.2397933381,3.2176244682,5.8146129408
3.6443536656,6.7805728442,10.2757861442
2.2981851204,5.7280344786,3.8655506420
3.5577221312,6.3890755886,3.8957231939
2.2875287325,5.0155092364,7.3554145042
2.0792340812,2.9630471876,8.7818411253
2.9681502182,2.9336871702,5.6610601203
1.2501444638,4.1467525920,4.6866561428
3.6473494358,3.2222969538,9.3261161054
2.6068182760,5.5941107549,4.4000853222
1.7053531714,5.8182451741,4.5571835899
3.3322040088,2.2807435655,9.9617313168
1.9948283146,5.7686811494,4.8344482264
1.8290557120,3.2036292354,10.7208556390
1.6088101954,6.1350921667,7.3903703689
2.7206274796,7.1781410712,7.0414962074
1.3241166100,2.6828342477,10.5130655764
1.5036538263,6.3762094871,3.5306588628
1.0012052322,5.8066830135,10.7589405150
2.1063735493,3.3134578545,6.0861991536
3.3018462906,2.8124534479,10.3632553881
2.2903598798,5.8245302666,9.0784108870
1.4686783889,7.3026634418,10.7682951918
2.0129073892,2.6044273452,6.5222385095
2.4281081494,6.4224995840,5.8422574398
2.1642960214,6.5920820534,9.0775783604
3.3406581715,5.8950079931,6.5682869674
3.1312384433,6.1392092199,8.8961047996
3.4137710453,4.8212999899,8.5734971718
1.1639265747,2.4731013851,7.9284270223
2.7196282266,6.8178890811,6.3001044650
1.6348420539,7.0264343145,10.5117541322
1.9955611446,2.8325499128,4.0332222882
1.0774280274,4.7472107292,10.2392795104
3.1038574516,4.5505831122,4.6022101842
2.7122150607,5.1413914596,10.3075893075
3.1323285574,2.6873647889,9.4730470458
2.8444394069,2.8929854166,5.8067016660
2.5580574846,6.4121636203,5.8175238599
1.9779028807,4.1242560319,7.3627861003
1.7249026849,3.1121685014,5.7086779490
2.3215683265,7.1354775079,9.2507508220
3.3887542867,3.6785152632,7.7924098149
2.4618572461,2.0001697758,10.2603948975
3.2675183603,5.3410821599,4.3456581975
1.6833109029,5.1779743664,6.7155425731
1.1851751248,5.7412463113,5.0371961585
3.0287054900,6.0956757595,11.0175514794
1.6324426677,2.7058231459,8.9382777018
2.5109833276,3.2367074856,10.7698201166
3.4406354499,3.9533659335,10.6033192030
1.3432605516,3.7618710994,8.1249977456
3.3687972228,7.2395678548,9.3515094015
2.3060138667,3.3857713810,3.7540178851
3.2719521016,3.2534385203,9.3141700706
3.5898109669,5.7623632739,9.7625309302
2.7642153312,3.6203548261,9.3040704150
1.9321499236,6.2065501844,4.0983014736
2.0871469828,5.0329756645,7.1118812338
3.0443067915,3.3459376015,10.1195108405
1.7790611754,2.1722036926,7.0526371305
3.1028992137,5.3906442786,9.0787421918
1.5958200155,3.8653971707,4.9953010374
2.9577495314,2.8696955762,7.9914007207
3.4009712882,4.7445160707,6.5998488871
1.4285254941,5.6743151163,10.4272336595
3.6012298635,5.8388678275,7.9224988217
1.9026265518,4.7513707526,5.5059088116
2.3002623819,4.3291542214,9.6872726854
2.3192360952,4.1384515305,8.7122820917
3.1230177674,6.0566199739,5.4251205895
1.2112672069,4.0672399524,7.9029086645
1.2189456925,5.4143776739,3.6965807733
1.2072394873,6.5856806827,5.3320976463
3.1326622176,6.4523766563,10.5735320804
1.0509551512,5.2991793598,10.7031773008
1.3720090032,5.0506227572,9.1944578699
1.9831182733,2.6836885455,3.8321317323
3.6317583128,3.4982163409,9.9103339117
2.0816572601,5.2259629090,8.9967931554
3.4167757799,4.5503603083,8.5994874428
1.0782228324,5.0706201230,9.9308739029
2.4663960685,3.1346877887,6.5144468093
1.0130438215,4.5966669982,6.6330707891
1.7591755770,2.3252943032,7.6707429448
3.5745348863,4.9013954329,9.9561357521
3.0391072839,3.9971278289,5.8214516137
2.8263214554,3.1709288765,6.8550443588
1.1744462467,5.1809814842,4.6383110834
1.0549078214,2.9270938962,9.3401553355
2.3122280934,5.9007834272,3.4873995220
3.3902750752,3.8962765492,6.7417707551
1.5218160684,3.9547680784,5.4163281047
1.2442407265,5.4204410945,10.0294492658
1.4185093984,6.5762526949,4.4729876690
2.3582034498,5.2932385692,6.3594785224
2.6905376185,4.8176482488,7.6639727232
2.5466240768,3.4345064427,3.1979636616
2.0681968737,5.4582291541,3.8315624707
2.3246242953,5.4796554838,6.3484920111
2.2065648973,4.3754688618,8.4806985739
1.8425030470,2.4244607761,6.3312546078
1.7313931476,3.0347156623,6.1286026234
3.4677920886,4.1685479875,6.7737148104
1.7414414251,6.2876497648,4.2349073439
1.5374740887,2.1791489290,9.0523498934
1.6208969940,3.3451021255,6.6168903393
1.5709101049,6.6784806387,5.3331340352
3.6604630367,3.1808090639,11.0636653936
3.2570726831,5.4215345843,6.9558847450
3.2520658109,3.1718758483,10.3456439491
1.8671607644,4.2792434194,4.8036061233
2.6708849604,6.3036907696,9.3157582128
1.0999989056,4.6698778557,8.1828513208
1.3788847678,5.2799160214,10.3019691547
3.6741325395,6.4761284463,7.5498460507
1.7076704817,4.1750253934,7.1385058818
3.3317956029,5.7256408732,7.0554225395
1.7702166881,5.1019278804,6.9110297604
1.4691214713,6.1312001813,10.1044090199
1.8674620452,2.2216994900,10.2863414166
3.0580066577,6.7318611154,5.9624341187
3.3121201888,5.0629632214,5.4209942882
1.3420069921,2.8521763728,5.9605393697
1.4160261592,5.1506027854,9.3656388236
3.0857301315,6.1880227997,7.2410987394
3.3244451557,6.0820905718,3.4947177682
2.0404670655,5.8889044145,6.6623577427
2.6528692480,6.2270401673,7.9805764677
3.3977474914,6.1842268033,4.7224679639
1.7958774361,3.6166791846,5.3999585926
2.9547903659,4.8606988541,3.8794040749
1.5187078910,7.1187918623,7.3847570348
1.2161884326,3.8774660816,10.6106147755
3.2193520383,2.0078176184,9.9127632665
2.5220323417,6.2497022500,9.5625588587
1.0297817183,4.3034894289,6.0306155286
1.9993954470,3.4117228353,9.7998890390
2.5881189557,7.3927018010,5.8256032283
3.5000246276,2.5493929869,9.3735754500
2.8022653143,5.9646506073,6.9646918774
1.1367150741,5.8219092710,8.0703211393
1.7218861292,4.1040613281,9.6531664234
1.5150453979,5.0526327054,7.0538912232
1.4818938483,6.0847484216,9.0953734342
1.0943482911,5.9863303138,6.8920955706
1.6023973690,5.7622879162,5.1587503241
2.3472745274,3.9773606422,8.6641118822
2.5401003716,2.7100320006,6.0443845797
2.4044787650,6.0394415974,10.5125528303
3.6916952942,5.9551547305,8.2670012931
1.2627786496,4.7087548219,5.3145566552
1.6390592073,2.1867158582,9.5691306905
1.9780011700,5.9730109930,4.6130181875
2.5358672988,5.9818942171,4.3445120938
2.5345800779,3.1041183306,9.3514017047
2.9487041490,7.3438843100,3.3258796230
2.4318190546,3.3153432306,10.3042127939
2.8128643766,7.3031877388,9.6064032883
1.0859131889,6.7899571494,5.4657602865
3.3574746739,5.3204666729,9.2562534547
3.1741559168,5.3801518019,8.7480206510
1.1069938423,2.8618443168,6.4236040071
1.3888567446,3.9625014747,8.1029695887
3.3993827485,5.3887480926,4.5742198237
3.4710675313,6.1370601383,10.7623162321
2.7381973156,3.5972491656,9.0725777905
2.9049700268,3.6552869020,5.7314314235
1.6863753450,4.8080069232,3.2525102920
1.6066149041,5.0794428443,9.1831629390
3.0282544350,5.1884187133,6.6136776944
2.2859744846,6.1125821338,9.6287065529
1.9018481857,2.2146648911,9.8240394471
1.8024156051,3.7430917109,7.7026550751
1.7911153845,3.9215009908,9.4796792457
2.7802468636,2.6069929844,6.2699927022
3.6872822129,3.8114499726,4.9546986628
2.5715248798,4.0014561364,4.1072519737
3.6311172422,5.9909519920,5.6700516040
2.0290507210,2.4539144044,4.5676520961
3.3981521632,6.1526264900,6.5262348280
2.6526723826,2.7940584231,4.1671234411
2.1058766682,7.1042298695,8.5469347804
2.6607131458,5.3074549541,10.3001051939
2.4266061788,7.3578508785,6.3521591442
2.7992298765,3.4988852829,6.6460797119
1.5097646989,7.1392550434,8.4368581372
2.7349950328,2.3874720368,8.5666709640
1.4914060005,2.9218689156,8.1953537092
1.1138594045,7.3614416785,3.2428131809
2.1850387259,3.0791057843,9.7756944869
1.5366828184,5.8955203786,8.3454352031
3.4513242348,4.8717164272,3.2041518706
1.0362643475,2.1734399641,6.2646158059
1.5607508228,5.3424003628,8.6088765653
2.0293777861,5.7696443872,9.3355902034
3.6499989448,2.1204046836,6.0280650322
2.4161224180,6.9174718916,7.1364864656
2.1751539633,3.4986175875,7.8636417166
2.3391616092,2.8667513256,7.4400534345
2.5066136646,5.1028481937,8.8308475143
3.0589304109,3.3470931484,8.9421035931
1.7351136066,2.9541230279,6.7480915564
2.1869863893,7.3041766178,7.0607567981
3.5180657824,6.4107075820,10.7752354374
1.6460068208,2.1593984295,8.2562642131
1.4099004104,3.7244773832,3.1703575215
1.4667430658,2.1889750578,5.8742586292
2.8245164774,2.3152020440,7.4398662873
1.5762529515,4.9505578807,10.2571919384
3.3659119313,4.3097307179,11.0795963420
3.1440676330,4.7753582131,3.7112914348
2.0615389155,6.6376931081,4.6826572239
1.8666576204,3.6286912572,10.1873009360
2.1830835756,5.7953227217,4.8605521664
3.0949264961,6.5782015780,3.3283315122
3.5629083510,6.9975715996,6.4430862648
2.7254465038,7.0240272071,10.6562717098
3.5679174016,7.0955902887,5.5390086671
1.8564051213,2.5563862717,8.7184216382
1.6189361341,7.0047021128,4.9188696053
2.4468422483,3.9558039006,4.9725787289
2.6221893092,2.2362413143,6.3394269639
3.6240914393,5.5073177857,3.6248180776
1.2892175144,5.2054658187,9.9578161621
3.1286340978,2.6504433644,3.1133622187
1.9004871573,5.6750755187,4.0914217426
2.7883921182,5.6116476960,9.1127465170
1.6894721290,4.3255247728,3.9825296483
2.5917576770,7.1807709380,9.4655836852
1.5800027899,6.3910687159,9.2359135525
3.4044348376,5.7073999456,5.0230085270
3.4466608790,7.0426752765,6.6354124769
1.5820248232,3.3424648677,8.8777213254
1.1190050789,5.4571088037,3.5515360750
2.8095090114,5.2385223921,6.6980572386
2.7839867550,2.4043471517,7.9661259108
2.2704809681,3.1379298033,10.3884580103
3.4144719914,2.0932094394,6.3851656355
3.3646114227,7.3900217790,3.3005627697
1.3131404259,2.6206237960,9.3007488498
1.9018852280,5.7766750111,9.6213750812
3.3577797690,3.9673706724,5.7109486953
1.2558698134,6.3294142298,4.1501031170
3.3342810504,6.9161905204,8.0847817725
3.1602106842,6.0638480191,4.2213539920
